id,p1_poke1,p1_poke2,p1_poke3,p1_poke4,p1_poke5,p1_poke6,p2_poke1,p2_poke2,p2_poke3,p2_poke4,p2_poke5,p2_poke6,p1_choice,p2_choice
3815,Mew,Kyurem-Black,Jirachi,Heatran,Starmie,Garchomp,Xatu,Forretress,Tyranitar,Blissey,Gliscor,Jellicent,Heatran,Forretress
3816,Thundurus-Therian,Ferrothorn,Tentacruel,Politoed,Keldeo-Resolute,Latios,Breloom,Scizor,Volcarona,Starmie,Garchomp,Dragonite,Politoed,Starmie
3817,Thundurus-Therian,Toxicroak,Ferrothorn,Tornadus,Starmie,Politoed,Alakazam,Hippowdon,Rotom-Wash,Conkeldurr,Gliscor,Starmie,Ferrothorn,Rotom-Wash
3818,Ferrothorn,Jirachi,Gliscor,Tentacruel,Politoed,Keldeo-Resolute,Excadrill,Tyranitar,Terrakion,Landorus-Therian,Amoonguss,Slowbro,Ferrothorn,Landorus-Therian
3819,Hippowdon,Tyranitar,Skarmory,Heatran,Roserade,Slowbro,Kyurem-Black,Magnezone,Jirachi,Garchomp,Dragonite,Latios,Hippowdon,Kyurem-Black
3820,Arcanine,Venusaur,Gardevoir,Kangaskhan,Lapras,Donphan,Kyurem-Black,Salamence,Magnezone,Jirachi,Starmie,Latios,Donphan,Jirachi
3821,Rotom-Wash,Tyranitar,Bisharp,Landorus-Therian,Ferrothorn,Latios,Kyurem-Black,Magnezone,Jirachi,Starmie,Garchomp,Dragonite,Landorus-Therian,Jirachi
3822,Rotom-Wash,Tyranitar,Landorus-Therian,Alakazam,Ferrothorn,Latios,Thundurus-Therian,Ferrothorn,Landorus-Therian,Tentacruel,Politoed,Keldeo-Resolute,Rotom-Wash,Ferrothorn
3823,Gengar,Scizor,Skarmory,Starmie,Mamoswine,Dragonite,Scizor,Tyranitar,Magnezone,Terrakion,Landorus-Therian,Latios,Skarmory,Tyranitar
3824,Thundurus-Therian,Scizor,Ferrothorn,Tentacruel,Politoed,Dragonite,Gengar,Scizor,Skarmory,Starmie,Mamoswine,Dragonite,Ferrothorn,Scizor
3825,Manectric,Hitmonlee,Golem,Cinccino,Miltank,Alomomola,Breloom,Lucario,Magnezone,Mamoswine,Slowbro,Latios,Cinccino,Latios
3826,Breloom,Bronzong,Tyranitar,Reuniclus,Infernape,Jellicent,Tyranitar,Skarmory,Hydreigon,Gastrodon,Landorus-Therian,Alakazam,Jellicent,Landorus-Therian
3827,Tyranitar,Magnezone,Landorus-Therian,Alakazam,Ferrothorn,Keldeo-Resolute,Excadrill,Tyranitar,Tangrowth,Landorus-Therian,Heatran,Jellicent,Landorus-Therian,Excadrill
3828,Tyranitar,Landorus-Therian,Alakazam,Ferrothorn,Garchomp,Jellicent,Thundurus-Therian,Ferrothorn,Salamence,Jirachi,Tentacruel,Politoed,Landorus-Therian,Politoed
3829,Excadrill,Breloom,Tyranitar,Skarmory,Salamence,Jellicent,Tyranitar,Terrakion,Keldeo,Ferrothorn,Garchomp,Latios,Breloom,Ferrothorn
3830,Excadrill,Tyranitar,Terrakion,Landorus-Therian,Amoonguss,Slowbro,Rotom-Wash,Tyranitar,Landorus-Therian,Alakazam,Ferrothorn,Latios,Landorus-Therian,Ferrothorn
3831,Celebi,Ferrothorn,Vaporeon,Jirachi,Politoed,Latios,Breloom,Scizor,Salamence,Garchomp,Azelf,Dragonite,Politoed,Breloom
3832,Lucario,Tyranitar,Gastrodon,Landorus-Therian,Heatran,Latios,Hippowdon,Celebi,Jirachi,Starmie,Garchomp,Dragonite,Tyranitar,Hippowdon
3833,Forretress,Quagsire,Chansey,Ninetales,Heatran,Cresselia,Bronzong,Hitmontop,Ninetales,Chandelure,Kingdra,Latios,Ninetales,Ninetales
3834,Thundurus-Therian,Breloom,Kyurem-Black,Skarmory,Chandelure,Tentacruel,Skarmory,Suicune,Landorus-Therian,Heatran,Tentacruel,Garchomp,Kyurem-Black,Tentacruel
3835,Gothitelle,Chansey,Skarmory,Gliscor,Tentacruel,Politoed,Breloom,Gengar,Mew,Skarmory,Heatran,Dragonite,Gothitelle,Skarmory
3836,Tyranitar,Skarmory,Gliscor,Jellicent,Alakazam,Latios,Ninetales,Volcarona,Heatran,Espeon,Donphan,Dragonite,Gliscor,Donphan
3837,Excadrill,Breloom,Celebi,Heatran,Azelf,Dragonite,Thundurus-Therian,Ferrothorn,Tentacruel,Politoed,Keldeo-Resolute,Latios,Breloom,Latios
3838,Scizor,Rotom-Wash,Kyurem-Black,Landorus-Therian,Cresselia,Keldeo-Resolute,Excadrill,Hippowdon,Magnezone,Reuniclus,Ferrothorn,Latios,Rotom-Wash,Hippowdon
3839,Zapdos,Latios,Landorus-Therian,Ferrothorn,Donphan,Jellicent,Thundurus-Therian,Chansey,Gastrodon,Politoed,Alomomola,Latios,Landorus-Therian,Politoed
3840,Abomasnow,Dragonite,Volcarona,Jirachi,Landorus-Therian,Cloyster,Thundurus-Therian,Conkeldurr,Umbreon,Ferrothorn,Politoed,Slowbro,Abomasnow,Politoed
3841,Excadrill,Tyranitar,Keldeo,Gliscor,Amoonguss,Mamoswine,Mew,Tyranitar,Alakazam,Garchomp,Azelf,Latios,Gliscor,Tyranitar
3842,Breloom,Rotom-Wash,Magnezone,Jirachi,Landorus-Therian,Latios,Forretress,Hippowdon,Abomasnow,Reuniclus,Alakazam,Latios,Magnezone,Latios
3843,Scizor,Rotom-Wash,Tyranitar,Heatran,Ferrothorn,Espeon,Riolu,Forretress,Gengar,Starmie,Politoed,Shedinja,Tyranitar,Forretress
3844,Thundurus-Therian,Ferrothorn,Tornadus,Starmie,Politoed,Latios,Ferrothorn,Jirachi,Starmie,Politoed,Keldeo-Resolute,Dragonite,Politoed,Dragonite
3845,Rotom-Wash,Tyranitar,Jirachi,Landorus-Therian,Keldeo,Garchomp,Thundurus-Therian,Ferrothorn,Keldeo,Tentacruel,Politoed,Latios,Landorus-Therian,Politoed
3846,Volcarona,Gyarados,Politoed,Jolteon,Starmie,Ferrothorn,Forretress,Rotom-Wash,Tyranitar,Celebi,Heatran,Gliscor,Starmie,Rotom-Wash
3847,Haxorus,Forretress,Latias,Chandelure,Landorus-Therian,Jellicent,Excadrill,Tyranitar,Landorus-Therian,Heatran,Ferrothorn,Latios,Landorus-Therian,Landorus-Therian
3848,Kyurem-Black,Magnezone,Jirachi,Starmie,Garchomp,Dragonite,Moltres,Forretress,Jirachi,Politoed,Espeon,Dragonite,Magnezone,Forretress
3849,Thundurus-Therian,Forretress,Volcarona,Gyarados,Alakazam,Ferrothorn,Ferrothorn,Tornadus,Tentacruel,Politoed,Garchomp,Dragonite,Thundurus-Therian,Politoed
3850,Excadrill,Magnezone,Jirachi,Latias,Garchomp,Latios,Excadrill,Gengar,Tyranitar,Latias,Milotic,Ferrothorn,Excadrill,Milotic
3851,Thundurus-Therian,Excadrill,Celebi,Tyranitar,Keldeo,Latios,Excadrill,Tyranitar,Landorus-Therian,Heatran,Keldeo,Amoonguss,Excadrill,Landorus-Therian
3852,Toxicroak,Shelmet,Landorus-Therian,Starmie,Politoed,Dragonite,Celebi,Darmanitan,Hydreigon,Ninetales,Tentacruel,Garchomp,Politoed,Celebi
3853,Rotom-Wash,Tyranitar,Jirachi,Landorus-Therian,Keldeo,Garchomp,Rotom-Wash,Tyranitar,Alakazam,Ferrothorn,Garchomp,Latios,Landorus-Therian,Latios
3854,Tyranitar,Latias,Landorus-Therian,Heatran,Keldeo,Amoonguss,Rotom-Wash,Tyranitar,Landorus-Therian,Alakazam,Ferrothorn,Latios,Amoonguss,Tyranitar
3855,Starmie,Tyranitar,Kyurem-Black,Skarmory,Gliscor,Amoonguss,Rotom-Wash,Tyranitar,Mienshao,Jirachi,Keldeo,Garchomp,Starmie,Garchomp
3856,Gengar,Scizor,Gastrodon,Blastoise,Heatran,Garchomp,Ferrothorn,Jirachi,Tornadus,Starmie,Politoed,Garchomp,Gastrodon,Politoed
3857,Xatu,Diglett,Chansey,Ninetales,Victini,Cresselia,Tyranitar,Keldeo,Skarmory,Heatran,Alakazam,Amoonguss,Diglett,Keldeo
3858,Ferrothorn,Jirachi,Landorus-Therian,Keldeo,Tentacruel,Politoed,Tyranitar,Landorus-Therian,Alakazam,Ferrothorn,Garchomp,Jellicent,Politoed,Landorus-Therian
3859,Rotom-Wash,Tyranitar,Landorus-Therian,Alakazam,Ferrothorn,Keldeo-Resolute,Haxorus,Breloom,Ninetales,Volcarona,Meloetta,Donphan,Landorus-Therian,Meloetta
3860,Rotom-Wash,Tyranitar,Skarmory,Reuniclus,Garchomp,Latios,Scizor,Toxicroak,Ferrothorn,Volcarona,Starmie,Politoed,Tyranitar,Ferrothorn
3861,Politoed,Landorus-Therian,Keldeo,Tentacruel,Ferrothorn,Latios,Kyurem-Black,Magnezone,Jirachi,Garchomp,Dragonite,Latios,Latios,Kyurem-Black
3862,Excadrill,Breloom,Kyurem-Black,Volcarona,Reuniclus,Latios,Excadrill,Rotom-Wash,Tyranitar,Latias,Landorus-Therian,Alakazam,Breloom,Tyranitar
3863,Excadrill,Porygon-Z,Tyranitar,Volcarona,Terrakion,Gyarados,Lucario,Metagross,Skarmory,Alakazam,Garchomp,Froslass,Porygon-Z,Skarmory
3864,Thundurus-Therian,Ferrothorn,Mamoswine,Politoed,Keldeo-Resolute,Latios,Excadrill,Heatran,Blissey,Landorus-Therian,Reuniclus,Keldeo,Keldeo-Resolute,Landorus-Therian
3865,Gengar,Tyranitar,Skarmory,Alakazam,Garchomp,Latios,Mew,Gyarados,Jolteon,Heracross,Snorlax,Dragonite,Garchomp,Jolteon
3866,Scizor,Conkeldurr,Jirachi,Keldeo,Politoed,Donphan,Toxicroak,Ferrothorn,Tornadus,Landorus-Therian,Tentacruel,Politoed,Donphan,Landorus-Therian
3867,Breloom,Scizor,Volcarona,Starmie,Garchomp,Dragonite,Thundurus-Therian,Forretress,Breloom,Chansey,Rotom-Wash,Mamoswine,Garchomp,Mamoswine
3868,Rotom-Wash,Tyranitar,Skarmory,Landorus-Therian,Alakazam,Latios,Excadrill,Gengar,Scizor,Gyarados,Alakazam,Dragonite,Rotom-Wash,Excadrill
3869,Scizor,Tyranitar,Landorus-Therian,Reuniclus,Ferrothorn,Slowbro,Excadrill,Celebi,Tyranitar,Landorus-Therian,Heatran,Keldeo,Ferrothorn,Landorus-Therian
3870,Excadrill,Rotom-Wash,Tyranitar,Terrakion,Landorus-Therian,Amoonguss,Ferrothorn,Jirachi,Latias,Blissey,Tentacruel,Politoed,Terrakion,Politoed
3871,Ferrothorn,Jirachi,Gliscor,Tentacruel,Politoed,Keldeo-Resolute,Rotom-Wash,Conkeldurr,Tyranitar,Landorus-Therian,Ferrothorn,Latios,Ferrothorn,Landorus-Therian
3872,Excadrill,Volcarona,Jirachi,Reuniclus,Dragonite,Latios,Kyurem,Thundurus-Therian,Scizor,Ferrothorn,Tentacruel,Politoed,Latios,Politoed
3873,Hippowdon,Skarmory,Heatran,Alakazam,Empoleon,Garchomp,Breloom,Feraligatr,Toxicroak,Jirachi,Politoed,Latios,Skarmory,Politoed
3874,Forretress,Chansey,Cloyster,Heatran,Wobbuffet,Dragonite,Breloom,Scizor,Ferrothorn,Kyurem-Black,Heatran,Politoed,Dragonite,Scizor
3875,Breloom,Tyranitar,Hydreigon,Skarmory,Keldeo,Garchomp,Thundurus-Therian,Terrakion,Landorus-Therian,Garchomp,Cloyster,Latios,Keldeo,Latios
3876,Slowking,Breloom,Scizor,Tyranitar,Mamoswine,Dragonite,Excadrill,Gengar,Rotom-Wash,Camerupt,Cacturne,Jellicent,Scizor,Rotom-Wash
3877,Starmie,Jirachi,Landorus-Therian,Heatran,Amoonguss,Garchomp,Samurott,Swampert,Volcarona,Landorus-Therian,Heatmor,Cloyster,Starmie,Landorus-Therian
3878,Excadrill,Tyranitar,Landorus-Therian,Heatran,Keldeo,Amoonguss,Thundurus-Therian,Ferrothorn,Tornadus,Tentacruel,Politoed,Latios,Landorus-Therian,Politoed
3879,Thundurus-Therian,Excadrill,Toxicroak,Ferrothorn,Politoed,Latios,Celebi,Politoed,Jirachi,Tornadus,Tentacruel,Ferrothorn,Politoed,Politoed
3880,Hippowdon,Volcarona,Jirachi,Landorus-Therian,Starmie,Latios,Scizor,Tyranitar,Magnezone,Terrakion,Landorus-Therian,Latios,Starmie,Landorus-Therian
3881,Thundurus-Therian,Conkeldurr,Gyarados,Heatran,Ferrothorn,Latios,Breloom,Landorus-Therian,Tentacruel,Politoed,Raikou,Latios,Ferrothorn,Politoed
3882,Breloom,Scizor,Volcarona,Starmie,Garchomp,Dragonite,Excadrill,Hippowdon,Mienshao,Starmie,Ferrothorn,Jellicent,Breloom,Mienshao
3883,Gothitelle,Scizor,Rotom-Wash,Terrakion,Latias,Keldeo,Haxorus,Linoone,Ninetales,Volcarona,Jirachi,Donphan,Rotom-Wash,Donphan
3884,Toxicroak,Ferrothorn,Dugtrio,Starmie,Politoed,Latios,Breloom,Rotom-Wash,Gyarados,Jirachi,Politoed,Donphan,Politoed,Politoed
3885,Excadrill,Rotom-Wash,Terrakion,Landorus-Therian,Reuniclus,Roserade,Zapdos,Scizor,Rotom-Wash,Hydreigon,Blissey,Starmie,Roserade,Rotom-Wash
3886,Tyranitar,Keldeo,Landorus-Therian,Alakazam,Ferrothorn,Latios,Excadrill,Scizor,Conkeldurr,Volcarona,Ferrothorn,Latios,Tyranitar,Latios
3887,Tyranitar,Skarmory,Chandelure,Jellicent,Alakazam,Latios,Tyranitar,Landorus-Therian,Heatran,Alakazam,Ferrothorn,Latios,Skarmory,Landorus-Therian
3888,Gastrodon-East,Tyranitar,Skarmory,Gliscor,Reuniclus,Alakazam,Thundurus-Therian,Rotom-Wash,Terrakion,Jirachi,Mamoswine,Latios,Gliscor,Terrakion
3889,Breloom,Yanmega,Tyranitar,Reuniclus,Heatran,Donphan,Xatu,Forretress,Blissey,Reuniclus,Gliscor,Jellicent,Breloom,Forretress
3890,Gengar,Scizor,Lucario,Gyarados,Alakazam,Mamoswine,Thundurus-Therian,Terrakion,Volcarona,Jirachi,Politoed,Latios,Lucario,Politoed
3891,Starmie,Salamence,Chandelure,Landorus-Therian,Scrafty,Ferrothorn,Kyurem-Black,Hydreigon,Salamence,Magnezone,Garchomp,Latios,Chandelure,Salamence
3892,Celebi,Keldeo,Skarmory,Blissey,Heatran,Alakazam,Breloom,Scizor,Volcarona,Starmie,Garchomp,Dragonite,Keldeo,Garchomp
3893,Excadrill,Tyranitar,Keldeo,Gliscor,Amoonguss,Mamoswine,Breloom,Bronzong,Mamoswine,Tentacruel,Politoed,Latios,Tyranitar,Breloom
3894,Rotom-Wash,Tyranitar,Jirachi,Landorus-Therian,Keldeo,Garchomp,Ferrothorn,Gyarados,Starmie,Politoed,Garchomp,Latios,Rotom-Wash,Politoed
3895,Gastrodon,Azumarill,Jirachi,Tornadus,Landorus-Therian,Politoed,Tyranitar,Landorus-Therian,Alakazam,Ferrothorn,Keldeo-Resolute,Latios,Landorus-Therian,Landorus-Therian
3896,Gyarados,Keldeo,Politoed,Lapras,Cloyster,Lanturn,Celebi,Hydreigon,Tornadus,Keldeo,Starmie,Politoed,Politoed,Hydreigon
3897,Tyranitar,Terrakion,Landorus-Therian,Heatran,Mamoswine,Garchomp,Scizor,Tyranitar,Magnezone,Terrakion,Landorus-Therian,Latios,Garchomp,Scizor
3898,Gengar,Scizor,Landorus-Therian,Keldeo,Tentacruel,Ferrothorn,Zapdos,Darmanitan,Weavile,Ninetales,Misdreavus,Hitmonlee,Landorus-Therian,Ninetales
3899,Breloom,Ferrothorn,Vaporeon,Jolteon,Tentacruel,Politoed,Haxorus,Rotom-Wash,Tentacruel,Ferrothorn,Infernape,Latios,Jolteon,Rotom-Wash
3900,Gastrodon,Azumarill,Jirachi,Tornadus,Landorus-Therian,Politoed,Kyurem-Black,Magnezone,Jirachi,Starmie,Garchomp,Dragonite,Landorus-Therian,Kyurem-Black
3901,Gothitelle,Xatu,Weavile,Volcarona,Ninetales,Dugtrio,Spiritomb,Jirachi,Alakazam,Tentacruel,Politoed,Garchomp,Ninetales,Garchomp
3902,Thundurus-Therian,Excadrill,Tyranitar,Landorus-Therian,Keldeo,Amoonguss,Scizor,Kyurem-Black,Salamence,Magnezone,Mamoswine,Latios,Keldeo,Kyurem-Black
3903,Quagsire,Chansey,Ferrothorn,Tentacruel,Politoed,Dragonite,Togekiss,Scizor,Darmanitan,Kyurem-Black,Keldeo,Espeon,Politoed,Darmanitan
3904,Rotom-Wash,Lucario,Hydreigon,Jirachi,Landorus-Therian,Roserade,Breloom,Salamence,Porygon2,Landorus-Therian,Heatran,Starmie,Rotom-Wash,Landorus-Therian
3905,Excadrill,Rotom-Wash,Ferrothorn,Landorus-Therian,Politoed,Infernape,Toxicroak,Ferrothorn,Gastrodon,Volcarona,Starmie,Politoed,Infernape,Ferrothorn
3906,Gengar,Chansey,Lucario,Metagross,Starmie,Garchomp,Excadrill,Rotom-Wash,Ferrothorn,Hydreigon,Landorus-Therian,Politoed,Garchomp,Rotom-Wash
3907,Scizor,Celebi,Volcarona,Tentacruel,Politoed,Garchomp,Rotom-Wash,Tyranitar,Jirachi,Landorus-Therian,Garchomp,Keldeo-Resolute,Celebi,Rotom-Wash
3908,Thundurus-Therian,Celebi,Terrakion,Jirachi,Keldeo,Politoed,Toxicroak,Celebi,Tyranitar,Jirachi,Gliscor,Politoed,Terrakion,Politoed
3909,Excadrill,Hippowdon,Scizor,Latios,Ferrothorn,Jellicent,Thundurus-Therian,Ferrothorn,Tentacruel,Politoed,Keldeo-Resolute,Latios,Jellicent,Politoed
3910,Scizor,Magnezone,Gyarados,Tentacruel,Politoed,Latios,Excadrill,Xatu,Salamence,Volcarona,Ninetales,Heatran,Politoed,Salamence
3911,Kyurem-Black,Magnezone,Jirachi,Garchomp,Dragonite,Latios,Thundurus-Therian,Ferrothorn,Tentacruel,Politoed,Keldeo-Resolute,Latios,Jirachi,Politoed
3912,Arcanine,Rotom-Wash,Scrafty,Ferrothorn,Garchomp,Latios,Omastar,Conkeldurr,Gyarados,Jirachi,Dugtrio,Latios,Rotom-Wash,Dugtrio
3913,Volcarona,Jirachi,Starmie,Politoed,Garchomp,Dragonite,Kyurem-Black,Magnezone,Jirachi,Starmie,Garchomp,Dragonite,Politoed,Garchomp
3914,Bronzong,Gallade,Conkeldurr,Reuniclus,Dragonite,Jellicent,Breloom,Volcarona,Jirachi,Starmie,Garchomp,Dragonite,Bronzong,Jirachi
3915,Tyranitar,Terrakion,Landorus-Therian,Reuniclus,Ferrothorn,Latios,Tyranitar,Keldeo,Landorus-Therian,Alakazam,Ferrothorn,Latios,Tyranitar,Ferrothorn
3916,Thundurus-Therian,Ferrothorn,Landorus-Therian,Tentacruel,Politoed,Latios,Kyurem-Black,Magnezone,Jirachi,Reuniclus,Garchomp,Latios,Politoed,Kyurem-Black
3917,Arcanine,Blissey,Alakazam,Starmie,Mamoswine,Heracross,Tyranitar,Skarmory,Jirachi,Heatran,Garchomp,Jellicent,Starmie,Tyranitar
3918,Thundurus-Therian,Xatu,Skarmory,Gyarados,Honchkrow,Dragonite,Sableye,Conkeldurr,Terrakion,Alakazam,Honchkrow,Keldeo-Resolute,Skarmory,Terrakion
3919,Alakazam,Tyranitar,Skarmory,Gastrodon,Reuniclus,Gliscor,Forretress,Scizor,Rotom-Wash,Alakazam,Ferrothorn,Dragonite,Tyranitar,Rotom-Wash
3920,Rotom-Wash,Tyranitar,Skarmory,Hydreigon,Landorus-Therian,Ferrothorn,Breloom,Scizor,Lucario,Starmie,Garchomp,Dragonite,Landorus-Therian,Garchomp
3921,Excadrill,Breloom,Zapdos,Celebi,Heatran,Azelf,Aerodactyl,Scizor,Salamence,Starmie,Infernape,Cloyster,Azelf,Cloyster
3922,Ferrothorn,Jirachi,Latias,Landorus-Therian,Tentacruel,Politoed,Forretress,Gyarados,Chandelure,Gliscor,Kingdra,Staraptor,Landorus-Therian,Forretress
3923,Scizor,Volcarona,Starmie,Garchomp,Virizion,Dragonite,Thundurus-Therian,Excadrill,Mew,Lucario,Volcarona,Dragonite,Garchomp,Mew
3924,Forretress,Spiritomb,Tyranitar,Hydreigon,Keldeo,Garchomp,Tyranitar,Jellicent,Landorus-Therian,Heatran,Ferrothorn,Latios,Forretress,Jellicent
3925,Forretress,Celebi,Jirachi,Landorus-Therian,Espeon,Cloyster,Conkeldurr,Politoed,Landorus-Therian,Keldeo,Ferrothorn,Latios,Forretress,Ferrothorn
3926,Excadrill,Tyranitar,Landorus-Therian,Heatran,Keldeo,Amoonguss,Thundurus-Therian,Ferrothorn,Hydreigon,Tentacruel,Politoed,Keldeo-Resolute,Tyranitar,Ferrothorn
3927,Excadrill,Scizor,Tyranitar,Reuniclus,Landorus-Therian,Ferrothorn,Excadrill,Breloom,Tyranitar,Skarmory,Latios,Jellicent,Ferrothorn,Breloom
3928,Excadrill,Rotom-Wash,Tyranitar,Amoonguss,Mamoswine,Garchomp,Thundurus-Therian,Conkeldurr,Bisharp,Seismitoad,Heatran,Latios,Garchomp,Conkeldurr
3929,Thundurus-Therian,Xatu,Jirachi,Tornadus,Keldeo,Politoed,Haxorus,Volcarona,Gyarados,Jirachi,Landorus-Therian,Politoed,Politoed,Jirachi
3930,Tyranitar,Salamence,Magnezone,Gastrodon,Tornadus,Latios,Thundurus-Therian,Politoed,Vaporeon,Tentacruel,Mamoswine,Keldeo-Resolute,Latios,Politoed
3931,Tyranitar,Skarmory,Gastrodon,Latias,Reuniclus,Heatran,Chansey,Slowbro,Skarmory,Starmie,Yanmega,Nidoking,Heatran,Yanmega
3932,Gastrodon-East,Excadrill,Hippowdon,Sigilyph,Skarmory,Jirachi,Scizor,Skarmory,Salamence,Alakazam,Garchomp,Jellicent,Hippowdon,Skarmory
3933,Gengar,Scizor,Skarmory,Starmie,Mamoswine,Dragonite,Sableye,Tyranitar,Gastrodon,Jirachi,Heatran,Latios,Skarmory,Sableye
3934,Ditto,Xatu,Excadrill,Scizor,Chansey,Slowbro,Breloom,Mew,Salamence,Jolteon,Starmie,Mamoswine,Slowbro,Starmie
3935,Scizor,Chansey,Rotom-Wash,Ferrothorn,Tentacruel,Politoed,Tyranitar,Skarmory,Reuniclus,Heatran,Garchomp,Jellicent,Politoed,Jellicent
3936,Excadrill,Hydreigon,Gyarados,Jirachi,Mamoswine,Cloyster,Breloom,Scizor,Salamence,Garchomp,Azelf,Dragonite,Gyarados,Scizor
3937,Breloom,Jirachi,Tornadus,Starmie,Politoed,Latios,Kyurem-Black,Jirachi,Landorus-Therian,Tentacruel,Politoed,Latios,Jirachi,Landorus-Therian
3938,Salamence,Magnezone,Alakazam,Kingdra,Garchomp,Latios,Breloom,Scizor,Volcarona,Alakazam,Starmie,Garchomp,Garchomp,Starmie
3939,Tyranitar,Kyurem-Black,Mienshao,Landorus-Therian,Keldeo,Ferrothorn,Excadrill,Tyranitar,Gliscor,Milotic,Ferrothorn,Latios,Keldeo,Milotic
3940,Darmanitan,Ninetales,Porygon2,Dugtrio,Donphan,Latios,Gastrodon,Mienshao,Landorus-Therian,Alakazam,Ferrothorn,Latios,Ninetales,Mienshao
3941,Hippowdon,Scizor,Tyranitar,Alakazam,Amoonguss,Crobat,Breloom,Sigilyph,Mew,Tyranitar,Landorus-Therian,Houndoom,Crobat,Houndoom
3942,Excadrill,Sableye,Tyranitar,Skarmory,Alakazam,Keldeo-Resolute,Kyurem,Ferrothorn,Tornadus,Landorus-Therian,Tentacruel,Politoed,Skarmory,Tornadus
3943,Thundurus-Therian,Toxicroak,Gastrodon,Gyarados,Starmie,Politoed,Salamence,Gyarados,Krookodile,Scrafty,Honchkrow,Heracross,Politoed,Scrafty
3944,Excadrill,Rotom-Wash,Tyranitar,Celebi,Landorus-Therian,Garchomp,Forretress,Scizor,Abomasnow,Reuniclus,Garchomp,Latios,Celebi,Abomasnow
3945,Excadrill,Dusclops,Tyranitar,Metagross,Landorus-Therian,Latios,Excadrill,Rotom-Wash,Tyranitar,Latias,Landorus-Therian,Alakazam,Metagross,Rotom-Wash
3946,Tyranitar,Salamence,Terrakion,Reuniclus,Alakazam,Latios,Celebi,Tyranitar,Terrakion,Heatran,Gliscor,Jellicent,Terrakion,Gliscor
3947,Tyranitar,Volcarona,Blissey,Alakazam,Starmie,Garchomp,Excadrill,Hippowdon,Tyranitar,Terrakion,Hippopotas,Alakazam,Tyranitar,Hippopotas
3948,Tyranitar,Landorus-Therian,Heatran,Alakazam,Ferrothorn,Latios,Forretress,Abomasnow,Latios,Heatran,Mamoswine,Jellicent,Landorus-Therian,Jellicent
3949,Aerodactyl,Scizor,Volcarona,Mienshao,Garchomp,Latios,Thundurus-Therian,Politoed,Landorus-Therian,Keldeo,Ferrothorn,Latios,Aerodactyl,Landorus-Therian
3950,Thundurus-Therian,Ferrothorn,Jirachi,Tentacruel,Politoed,Latios,Scizor,Darmanitan,Clefable,Alakazam,Espeon,Latios,Politoed,Latios
3951,Ferrothorn,Azumarill,Volcarona,Starmie,Politoed,Latios,Excadrill,Tyranitar,Keldeo,Gliscor,Amoonguss,Mamoswine,Politoed,Keldeo
3952,Ferrothorn,Hydreigon,Keldeo,Tentacruel,Politoed,Dragonite,Thundurus-Therian,Forretress,Breloom,Chansey,Rotom-Wash,Mamoswine,Hydreigon,Rotom-Wash
3953,Scizor,Rotom-Wash,Terrakion,Landorus-Therian,Keldeo,Garchomp,Xatu,Quagsire,Chansey,Sableye,Jirachi,Tentacruel,Rotom-Wash,Sableye
3954,Sigilyph,Gengar,Lucario,Tyranitar,Skarmory,Gastrodon,Scizor,Toxicroak,Ferrothorn,Tentacruel,Politoed,Virizion,Skarmory,Scizor
3955,Gastrodon-East,Excadrill,Tyranitar,Skarmory,Alakazam,Garchomp,Duosion,Tyranitar,Latias,Reuniclus,Landorus-Therian,Alakazam,Tyranitar,Latias
3956,Gengar,Scizor,Gorebyss,Kyurem-Black,Terrakion,Azelf,Sigilyph,Mew,Conkeldurr,Hydreigon,Ferrothorn,Azelf,Azelf,Azelf
3957,Tyranitar,Terrakion,Jellicent,Ferrothorn,Garchomp,Latios,Rotom-Wash,Ferrothorn,Tornadus,Gliscor,Tentacruel,Politoed,Garchomp,Rotom-Wash
3958,Hippowdon,Chansey,Starmie,Ferrothorn,Dragonite,Jellicent,Thundurus-Therian,Conkeldurr,Dusclops,Kyurem-Black,Landorus-Therian,Keldeo,Hippowdon,Keldeo
3959,Breloom,Lucario,Medicham,Keldeo,Scrafty,Infernape,Hippowdon,Hydreigon,Reuniclus,Keldeo,Starmie,Ferrothorn,Infernape,Hippowdon
3960,Breloom,Tyranitar,Skarmory,Reuniclus,Gliscor,Jellicent,Xatu,Forretress,Chansey,Ninetales,Gliscor,Cresselia,Tyranitar,Ninetales
3961,Chansey,Skarmory,Ninetales,Jumpluff,Cresselia,Donphan,Scizor,Rotom-Wash,Tyranitar,Alakazam,Garchomp,Jellicent,Donphan,Rotom-Wash
3962,Golbat,Ledian,Arcanine,Magneton,Mismagius,Staraptor,Sawsbuck,Venusaur,Salamence,Ninetales,Zoroark,Infernape,Magneton,Ninetales
3963,Ferrothorn,Landorus-Therian,Keldeo,Tentacruel,Politoed,Latios,Breloom,Scizor,Salamence,Garchomp,Azelf,Dragonite,Keldeo,Salamence
3964,Gastrodon-East,Excadrill,Thundurus-Therian,Tyranitar,Landorus-Therian,Alakazam,Excadrill,Rotom-Wash,Tyranitar,Landorus-Therian,Alakazam,Ferrothorn,Thundurus-Therian,Landorus-Therian
3965,Tyranitar,Hydreigon,Terrakion,Alakazam,Starmie,Ferrothorn,Gastrodon-East,Hippowdon,Sigilyph,Skarmory,Jirachi,Nidoking,Hydreigon,Sigilyph
